año;provincia;sector;subsector;tipo_de_gas;valor_toneladas_gas;valor_toneladas_co2e
2018;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.15
2018;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.33
2018;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.1;26.09
2018;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.43;114.33
2018;San Juan;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.01;2.89
2018;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.32;86.09
2018;Santa Cruz;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.25
2018;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;32.28;8554.17
2018;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.66;440.96
2018;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.27;71.23
2018;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.74
2019;Buenos Aires;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;67360.18;1886085.15
2019;Catamarca;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;95.21;2665.89
2019;Córdoba;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;85108.71;2383043.92
2019;Corrientes;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;4.82;135.03
2019;Chubut;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;20.39;570.89
2019;Entre Ríos;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;12821.52;359002.66
2019;Formosa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.07;30.02
2019;Jujuy;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;48.3;1352.38
2019;La Pampa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3872.61;108433.07
2019;La Rioja;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;0.81;22.78
2019;Mendoza;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;39.91;1117.56
2019;Misiones;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.3;36.48
2019;Neuquén;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;8.68;243.06
2019;Río Negro;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;292.54;8191.12
2019;Salta;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1040.65;29138.07
2019;San Juan;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;34.21;957.83
2019;San Luis;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;711.55;19923.36
2019;Santa Fe;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;75041.83;2101171.36
2019;Santiago del Estero;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3806.06;106569.7
2019;Tucumán;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;694.3;19440.31
2019;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;12.0;335.89
2019;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;7415.34;207629.48
2019;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;10.28;287.73
2019;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;11950.63;334617.57
2019;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.68;19.03
2019;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;2.01;56.24
2019;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;1772.17;49620.83
2019;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.13;3.6
2019;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;6.28;175.81
2019;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;431.79;12090.25
2019;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.1;2.82
2019;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;5.1;142.78
2019;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.18;5.08
2019;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.9;25.26
2019;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;27.11;759.06
2019;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;126.66;3546.49
2019;San Juan;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;4.12;115.27
2019;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;76.16;2132.59
2019;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;10067.16;281880.52
2019;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;497.88;13940.57
2019;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;84.53;2366.84
2019;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.84;23.48
2019;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;396.65;105111.58
2019;Catamarca;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.57;151.89
2019;Córdoba;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;501.22;132822.75
2019;Corrientes;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.03;7.46
2019;Chubut;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.12;32.04
2019;Entre Ríos;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;75.63;20041.61
2019;Formosa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;1.7
2019;Jujuy;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.28;74.87
2019;La Pampa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;22.83;6048.93
2019;La Rioja;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.0;1.27
2019;Mendoza;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.24;62.35
2019;Misiones;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;2.03
2019;Neuquén;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.05;13.51
2019;Río Negro;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;1.74;462.24
2019;Salta;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;6.14;1626.81
2019;San Juan;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.2;53.84
2019;San Luis;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;4.2;1112.6
2019;Santa Fe;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;443.03;117402.53
2019;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;22.41;5939.49
2019;Tucumán;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;4.09;1083.92
2019;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.07;19.7
2019;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;28.69;7603.49
2019;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.03;9.03
2019;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;36.32;9624.77
2019;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.59
2019;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.01;2.24
2019;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;5.39;1428.43
2019;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.11
2019;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;5.77
2019;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.64;433.57
2019;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.09
2019;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;4.55
2019;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.16
2019;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;1.01
2019;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.11;29.97
2019;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.44;115.73
2019;San Juan;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.01;3.66
2019;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.3;78.86
2019;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;31.43;8328.28
2019;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.63;432.34
2019;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.3;78.34
2019;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.89
2020;Buenos Aires;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;71381.69;1998687.3
2020;Catamarca;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;101.76;2849.4
2020;Córdoba;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;82423.07;2307845.95
2020;Corrientes;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3.41;95.36
2020;Chubut;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;20.17;564.8
2020;Entre Ríos;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;13983.57;391540.01
2020;Formosa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.03;28.95
2020;Jujuy;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;43.83;1227.23
2020;La Pampa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3687.75;103256.97
2020;La Rioja;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.02;28.52
2020;Mendoza;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;44.46;1245.01
2020;Misiones;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;245.02;6860.63
2020;Neuquén;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;8.68;243.0
2020;Río Negro;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;297.43;8327.92
2020;Salta;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1111.27;31115.5
2020;San Juan;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;42.48;1189.33
2020;San Luis;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;668.77;18725.52
2020;Santa Fe;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;76884.41;2152763.45
2020;Santiago del Estero;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3663.19;102569.26
2020;Tucumán;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;705.67;19758.82
2020;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;8.01;224.31
2020;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;7968.28;223111.95
2020;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;11.47;321.23
2020;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;11682.06;327097.75
2020;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.43;12.0
2020;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;2.03;56.8
2020;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;1950.89;54625.01
2020;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.12;3.26
2020;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;5.84;163.49
2020;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;416.19;11653.2
2020;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.13;3.64
2020;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;6.02;168.63
2020;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;31.54;883.07
2020;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.93;25.94
2020;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;27.76;777.38
2020;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;137.91;3861.45
2020;San Juan;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;5.09;142.65
2020;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;71.82;2010.99
2020;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;10461.35;292917.83
2020;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;486.15;13612.33
2020;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;87.85;2459.93
2020;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.69;19.41
2020;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;419.47;111158.24
2020;Catamarca;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.61;161.39
2020;Córdoba;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;484.73;128453.34
2020;Corrientes;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.02;5.37
2020;Chubut;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.12;31.6
2020;Entre Ríos;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;82.38;21831.19
2020;Formosa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;1.65
2020;Jujuy;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.26;67.64
2020;La Pampa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;21.72;5755.23
2020;La Rioja;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;1.59
2020;Mendoza;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.26;68.81
2020;Misiones;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;1.46;385.62
2020;Neuquén;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.05;13.45
2020;Río Negro;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;1.77;469.49
2020;Salta;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;6.54;1732.44
2020;San Juan;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.25;66.85
2020;San Luis;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;3.95;1045.71
2020;Santa Fe;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;452.96;120035.44
2020;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;21.53;5704.81
2020;Tucumán;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;4.14;1098.06
2020;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.05;12.75
2020;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;30.87;8179.98
2020;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.04;10.12
2020;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;35.53;9414.86
2020;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.37
2020;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.01;2.26
2020;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;5.94;1573.66
2020;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.1
2020;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;5.38
2020;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.57;416.26
2020;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.12
2020;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;5.4
2020;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.1;26.99
2020;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;1.04
2020;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.12;30.72
2020;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.48;126.23
2020;San Juan;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;4.52
2020;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.28;74.39
2020;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;32.7;8664.3
2020;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.59;422.67
2020;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.31;81.58
2020;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.76
2021;Buenos Aires;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;69363.53;1942178.97
2021;Catamarca;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;127.34;3565.65
2021;Córdoba;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;83581.23;2340274.3
2021;Corrientes;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;5.64;158.01
2021;Chaco;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.33;37.1
2021;Chubut;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;12.47;349.1
2021;Entre Ríos;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;13660.96;382506.93
2021;Formosa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;4.95;138.6
2021;Jujuy;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;12.88;360.56
2021;La Pampa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3775.33;105709.3
2021;La Rioja;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.49;41.64
2021;Mendoza;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;42.3;1184.31
2021;Misiones;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;297.51;8330.18
2021;Neuquén;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;2.99;83.79
2021;Río Negro;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;305.73;8560.4
2021;Salta;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1055.13;29543.51
2021;San Luis;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;630.01;17640.42
2021;Santa Fe;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;77676.78;2174949.92
2021;Santiago del Estero;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3640.01;101920.17
2021;Tucumán;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;655.63;18357.75
2021;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;12.56;351.75
2021;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;7636.4;213819.16
2021;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;14.94;418.35
2021;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;11951.9;334653.25
2021;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.67;18.89
2021;Chaco;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.17;4.72
2021;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;1.14;32.06
2021;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;1895.57;53076.05
2021;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.6;16.79
2021;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;1.6;44.79
2021;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;426.9;11953.17
2021;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.18;4.92
2021;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;5.54;155.15
2021;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;37.6;1052.67
2021;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.26;7.29
2021;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;29.57;827.86
2021;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;126.52;3542.59
2021;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;68.13;1907.69
2021;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;10489.73;293712.48
2021;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;475.96;13326.95
2021;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;82.3;2304.39
2021;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;0.92;25.66
2021;Buenos Aires;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;407.33;107942.81
2021;Catamarca;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.76;200.58
2021;Córdoba;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;490.27;129920.4
2021;Corrientes;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.03;8.97
2021;Chaco;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;2.07
2021;Chubut;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.07;19.74
2021;Entre Ríos;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;80.34;21289.17
2021;Formosa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.03;7.79
2021;Jujuy;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.08;20.14
2021;La Pampa;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;22.2;5881.8
2021;La Rioja;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.01;2.34
2021;Mendoza;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.25;65.69
2021;Misiones;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;1.77;468.32
2021;Neuquén;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.02;4.78
2021;Río Negro;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;1.81;479.84
2021;Salta;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;6.23;1650.92
2021;San Luis;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;3.71;982.92
2021;Santa Fe;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;457.0;121103.71
2021;Santiago del Estero;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;21.41;5672.8
2021;Tucumán;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;3.84;1017.49
2021;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3D. Suelos agrícolas;N2O;0.08;20.47
2021;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;30.13;7983.33
2021;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.05;13.37
2021;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;36.66;9715.44
2021;Corrientes;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.58
2021;Chaco;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.15
2021;Chubut;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;1.28
2021;Entre Ríos;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;5.87;1555.96
2021;Formosa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.52
2021;Jujuy;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.01;1.48
2021;La Pampa;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.63;431.49
2021;La Rioja;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.16
2021;Mendoza;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.02;5.01
2021;Misiones;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.12;32.44
2021;Neuquén;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.29
2021;Río Negro;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.13;33.18
2021;Salta;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.44;116.55
2021;San Luis;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.27;71.31
2021;Santa Fe;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;33.36;8840.43
2021;Santiago del Estero;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;1.57;417.27
2021;Tucumán;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.29;77.21
2021;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3B. Gestión del estiércol;N2O;0.0;0.99
2022;Buenos Aires;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;68559.07;1919653.92
2022;Catamarca;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;126.96;3554.8
2022;Córdoba;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;83333.19;2333329.28
2022;Corrientes;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;5.2;145.72
2022;Chaco;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.07;30.05
2022;Chubut;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;25.45;712.68
2022;Entre Ríos;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;13869.81;388354.67
2022;Formosa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;6.35;177.81
2022;Jujuy;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;14.61;409.07
2022;La Pampa;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3731.05;104469.44
2022;La Rioja;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1.69;47.45
2022;Mendoza;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;31.89;892.84
2022;Misiones;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;325.44;9112.22
2022;Neuquén;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3.99;111.83
2022;Río Negro;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;395.54;11075.18
2022;Salta;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;1032.77;28917.61
2022;San Luis;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;543.27;15211.58
2022;Santa Cruz;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;2.3;64.49
2022;Santa Fe;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;78660.02;2202480.66
2022;Santiago del Estero;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;3645.38;102070.77
2022;Tucumán;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;748.95;20970.51
2022;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Agricultura y Ganaderia;3A. Fermentación entérica;CH4;15.8;442.26
2022;Buenos Aires;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;7505.91;210165.46
2022;Catamarca;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;15.4;431.18
2022;Córdoba;Agricultura y Ganaderia;3B. Gestión del estiércol;CH4;11887.17;332840.62
